;carat;cut;color;clarity;depth;table;price;x;y;z;Volume
11061;0.32;Ideal;E;VS2;62.1;56.0;900;4.41;4.38;2.73;52.732133999999995
11062;0.31;Premium;G;VS2;62.4;59.0;698;4.38;4.34;2.72;51.705024
11063;1.71;Very Good;J;VS1;61.2;59.0;9707;7.65;7.72;4.7;277.5726
11064;1.11;Ideal;F;VS2;61.7;55.0;7473;6.65;6.67;4.11;182.301105
11065;0.7;Very Good;G;VVS1;62.8;56.0;3276;5.63;5.67;3.55;113.323455
11066;0.4;Premium;H;VVS1;61.8;58.0;1017;4.69;4.72;2.91;64.41808800000001
11067;1.5;Very Good;H;SI2;63.0;58.0;7888;7.2;7.25;4.55;237.51
11068;0.74;Very Good;I;VVS1;62.6;57.0;2666;5.76;5.78;3.61;120.18700799999999
11069;0.9;Very Good;D;VS2;58.8;61.0;4729;6.27;6.32;3.7;146.61768
11070;0.71;Ideal;E;VS2;62.2;57.0;3073;5.69;5.73;3.55;115.74313500000001
11071;0.81;Very Good;H;SI1;60.2;58.0;2936;6.06;6.1;3.66;135.29556
11072;0.31;Ideal;I;VS1;62.8;57.0;628;4.32;4.28;2.7;49.921920000000014
11073;0.34;Very Good;G;VVS2;60.4;57.0;713;4.53;4.56;2.74;56.59963200000001
11074;0.32;Ideal;H;VVS1;61.9;55.0;936;4.38;4.37;2.71;51.871026
11075;1.05;Premium;F;SI1;61.8;56.0;5557;6.55;6.45;4.02;169.83495
11076;1.14;Very Good;G;VS2;63.2;56.0;6435;6.67;6.63;4.2;185.73282
11077;0.9;Premium;H;VS1;62.9;58.0;4234;6.12;6.06;3.83;142.043976
11078;0.32;Very Good;I;VS1;62.4;56.0;505;4.31;4.37;2.71;51.04203699999999
11079;0.92;Premium;E;VS2;61.2;62.0;4600;6.27;6.22;3.82;148.97770799999998
11080;1.11;Ideal;H;SI1;60.2;54.0;5315;6.82;6.7;4.07;185.97458000000003
11081;1.22;Ideal;H;VS1;62.3;55.0;7418;6.8;6.84;4.25;197.676
11082;0.3;Very Good;E;VS1;58.4;62.0;640;4.37;4.43;2.57;49.752886999999994
11083;0.54;Ideal;G;VS1;61.3;57.0;1847;5.28;5.25;3.23;89.5356
11084;0.57;Ideal;E;SI1;61.8;57.0;1608;5.28;5.33;3.28;92.307072
11085;0.72;Ideal;F;SI2;62.0;55.0;2422;5.76;5.79;3.58;119.39443200000001
11086;0.9;Very Good;F;SI1;63.6;58.0;3848;6.08;6.12;3.88;144.373248
11087;0.31;Ideal;F;IF;60.9;56.0;914;4.37;4.4;2.67;51.33876
11088;0.41;Very Good;G;SI1;62.7;55.0;719;4.77;4.8;3.0;68.68799999999999
11089;1.01;Very Good;I;SI2;62.1;56.0;3770;6.41;6.45;3.99;164.96455500000002
11090;1.2;Premium;I;SI2;60.0;58.0;5080;6.93;6.91;4.15;198.728145
11091;0.7;Fair;G;I1;64.3;62.0;956;5.59;5.49;3.57;109.560087
11092;0.37;Very Good;H;SI1;63.2;57.0;684;4.58;4.54;2.88;59.884415999999995
11093;0.5;Very Good;F;SI1;63.1;61.0;1106;5.06;4.98;3.17;79.880196
11094;0.31;Ideal;D;VVS2;60.9;57.0;777;4.38;4.42;2.68;51.883728000000005
11095;0.33;Ideal;E;VVS2;60.9;56.0;814;4.45;4.48;2.72;54.225920000000016
11096;0.42;Good;F;SI1;63.6;57.0;926;4.76;4.7;3.01;67.33972
11097;1.09;Ideal;I;SI1;59.4;61.0;4692;6.68;6.73;3.98;178.92647200000002
11098;1.52;Ideal;H;VS2;61.8;54.0;11379;7.42;7.43;4.59;253.04945399999997
11099;0.54;Ideal;E;VS2;60.5;56.0;1847;5.28;5.26;3.19;88.595232
11100;0.4;Ideal;E;SI1;62.7;57.0;945;4.72;4.69;2.95;65.30356
11101;0.36;Very Good;G;SI1;61.2;63.0;537;4.56;4.59;2.8;58.60511999999999
11102;0.44;Ideal;I;VS1;61.4;55.0;1245;4.89;4.92;3.01;72.41698799999999
11103;0.7;Ideal;J;VVS1;61.6;58.0;1945;5.69;5.71;3.51;114.039549
11104;1.27;Ideal;H;SI2;61.8;57.0;6403;6.93;6.96;4.29;206.918712
11105;0.6;Ideal;E;VVS1;62.0;53.7;3082;5.4;5.44;3.36;98.70336000000002
11106;0.36;Very Good;D;VS1;62.8;55.0;793;4.52;4.55;2.85;58.613099999999996
11107;0.56;Premium;F;VS1;58.2;60.0;2016;5.41;5.38;3.14;91.392212
11108;1.53;Premium;H;SI2;62.5;59.0;8499;7.4;7.36;4.61;251.07904000000005
11109;0.33;Good;I;VS1;63.2;57.0;521;4.37;4.4;2.77;53.26156
11110;0.7;Good;H;SI1;63.4;61.0;2066;5.58;5.62;3.55;111.32657999999999
11111;0.32;Premium;E;SI1;61.9;59.0;720;4.39;4.36;2.71;51.870484
11112;0.55;Premium;G;VS2;61.5;61.0;1645;5.27;5.23;3.23;89.025583
11113;0.81;Premium;G;VS1;62.1;58.0;3311;5.96;5.92;3.69;130.195008
11114;0.23;Very Good;E;VVS1;61.4;60.0;472;3.95;3.97;2.43;38.10604500000001
11115;0.31;Ideal;D;SI1;61.0;57.0;732;4.41;4.38;2.68;51.766344000000004
11116;1.0;Very Good;H;VVS1;62.3;60.0;6022;6.28;6.36;3.94;157.36675200000002
11117;0.52;Premium;E;SI2;61.1;57.0;1088;5.23;5.12;3.16;84.61721600000001
11118;0.72;Premium;I;VS2;61.1;61.0;1991;5.79;5.74;3.52;116.985792
11119;0.58;Ideal;D;SI1;61.1;57.0;1737;5.36;5.41;3.29;95.40210400000001
11120;0.42;Ideal;H;VVS2;61.9;55.0;1102;4.83;4.86;3.0;70.4214
11121;1.99;Good;J;VS2;62.9;61.0;13338;7.91;8.06;4.99;318.13545400000004
11122;0.7;Ideal;G;SI2;61.3;58.0;2234;5.67;5.69;3.48;112.27280400000001
11123;0.3;Ideal;E;VS2;62.1;56.0;844;4.31;4.25;2.66;48.72455
11124;0.61;Ideal;E;VS2;61.7;56.0;2225;5.46;5.43;3.36;99.61660799999999
11125;1.52;Good;J;VVS2;57.9;62.0;8861;7.61;7.63;4.41;256.06356300000004
11126;0.5;Good;E;SI1;61.8;62.0;1259;5.05;5.08;3.13;80.29702
11127;0.3;Good;H;VVS2;63.4;57.0;605;4.21;4.24;2.68;47.839072
11128;1.01;Very Good;I;VS1;63.1;56.0;4129;6.42;6.36;4.03;164.54973600000002
11129;1.08;Very Good;E;SI2;62.9;59.0;5018;6.44;6.53;4.08;171.57705600000003
11130;1.5;Very Good;F;SI1;61.2;57.0;10973;7.34;7.37;4.5;243.4311
11131;0.43;Very Good;F;VS2;61.2;59.0;905;4.84;4.87;2.97;70.005276
11132;1.53;Ideal;E;SI2;61.2;57.0;10339;7.42;7.46;4.55;251.85706
11133;0.3;Premium;G;SI2;62.5;59.0;506;4.31;4.27;2.68;49.321915999999995
11134;0.7;Very Good;J;SI1;61.1;60.0;1959;5.66;5.7;3.47;111.94914000000001
11135;1.01;Premium;F;SI2;60.9;60.0;3297;6.45;6.42;3.91;161.90919
11136;0.46;Very Good;I;VS2;62.3;57.0;918;4.87;4.92;3.05;73.07921999999999
11137;1.07;Ideal;G;VS2;61.7;55.0;7577;6.53;6.57;4.04;173.324484
11138;0.52;Premium;G;VVS2;61.1;59.0;2012;5.2;5.15;3.16;84.62480000000001
11139;2.08;Very Good;J;SI1;62.6;58.0;12637;8.09;8.15;5.08;334.94218
11140;2.0;Premium;H;SI2;60.7;60.0;15312;8.07;8.11;4.91;321.348207
11141;0.32;Ideal;E;VS2;61.9;56.0;900;4.4;4.36;2.71;51.98864000000001
11142;1.0;Good;F;SI2;63.6;62.0;3265;6.25;6.2;3.96;153.45
11143;1.77;Premium;F;SI1;60.3;59.0;11965;7.94;7.87;4.77;298.066806
11144;1.5;Premium;I;SI2;62.5;61.0;7526;7.29;7.24;4.54;239.61938400000003
11145;0.58;Ideal;G;VS2;61.1;56.0;1719;5.4;5.43;3.31;97.05582
11146;0.53;Very Good;F;SI1;60.9;56.0;1291;5.21;5.23;3.18;86.64959400000001
11147;0.7;Premium;E;SI1;60.0;62.0;2444;5.79;5.75;3.46;115.19205
11148;0.55;Ideal;F;VS1;62.3;53.0;1754;5.28;5.31;3.3;92.52144
11149;1.0;Fair;H;VS1;64.1;60.0;4732;6.3;6.22;4.01;157.13585999999998
11150;0.52;Ideal;G;VVS2;61.4;55.3;1957;5.18;5.21;3.19;86.091082
11151;0.57;Ideal;I;VS2;61.6;54.0;1258;5.35;5.4;3.31;95.6259
11152;0.56;Ideal;I;SI1;62.1;54.0;1094;5.3;5.32;3.3;93.0468
11153;0.7;Ideal;F;SI1;62.7;57.0;2515;5.66;5.7;3.56;114.85272
11154;0.69;Very Good;H;SI1;62.5;57.6;1757;5.66;5.72;3.55;114.93195999999999
11155;0.41;Premium;E;SI1;61.0;59.0;755;4.78;4.82;2.93;67.50602800000001
11156;1.45;Fair;F;I1;64.8;67.0;4320;7.16;7.0;4.64;232.5568
11157;0.32;Ideal;D;VS2;62.0;55.0;758;4.37;4.41;2.72;52.419024000000014
11158;0.7;Very Good;H;VS2;61.6;55.0;2330;5.71;5.75;3.53;115.898725
11159;0.38;Ideal;G;VS2;61.6;55.0;743;4.67;4.71;2.89;63.567573
11160;1.0;Very Good;D;SI2;62.3;56.0;4348;6.33;6.39;3.96;160.17685199999997
11161;0.41;Ideal;G;VS2;61.4;55.0;1061;4.8;4.75;2.93;66.804
11162;0.32;Ideal;F;VS2;61.2;56.0;828;4.44;4.41;2.71;53.062884000000004
11163;0.71;Good;I;SI1;64.2;57.0;1715;5.59;5.57;3.58;111.467954
11164;0.34;Premium;I;VVS1;62.4;59.0;626;4.4;4.44;2.76;53.91936000000001
11165;0.32;Ideal;D;VS2;61.7;54.0;972;4.43;4.38;2.72;52.777248
11166;0.32;Ideal;H;VVS2;62.0;55.0;828;4.42;4.39;2.73;52.97237399999999
11167;1.0;Good;H;VVS2;59.5;64.0;4592;6.44;6.41;3.82;157.691128
11168;0.7;Ideal;F;VVS2;61.9;54.8;3741;5.68;5.72;3.53;114.68828799999999
11169;0.5;Premium;F;VS2;61.8;58.0;1654;5.1;5.06;3.14;81.03084
11170;1.51;Ideal;E;SI2;61.9;56.0;10781;7.36;7.31;4.54;244.259264
11171;1.17;Very Good;D;VS1;60.5;57.0;10681;6.79;6.86;4.13;192.372922
11172;0.83;Ideal;F;SI1;61.7;57.0;3500;6.04;6.08;3.74;137.34476800000002
11173;1.52;Premium;H;VVS2;61.2;58.0;11979;7.48;7.41;4.56;252.74620800000002
11174;0.57;Very Good;G;VS1;59.9;57.0;1934;5.38;5.47;3.25;95.64295
11175;0.53;Good;E;SI2;63.2;54.0;1141;5.16;5.19;3.27;87.57190800000001
11176;1.04;Ideal;G;VS2;61.4;57.0;6177;6.5;6.53;4.0;169.78
11177;1.2;Ideal;D;SI2;61.7;56.0;6619;6.81;6.88;4.22;197.71881599999998
11178;0.32;Ideal;H;VS2;62.0;55.0;505;4.39;4.42;2.73;52.97237399999999
11179;1.03;Ideal;H;SI1;62.0;56.0;5093;6.44;6.49;4.01;167.60035600000003
11180;0.42;Very Good;F;SI1;62.7;55.0;773;4.8;4.83;3.02;70.01568
11181;0.41;Ideal;I;VVS1;61.8;55.0;1107;4.79;4.76;2.95;67.26118000000001
11182;0.42;Ideal;E;VVS2;61.3;56.0;1273;4.85;4.81;2.96;69.05235999999998
11183;0.23;Very Good;D;VS1;62.4;56.0;468;3.93;3.98;2.46;38.477844000000005
11184;0.3;Ideal;G;SI1;62.0;53.0;477;4.33;4.38;2.7;51.20658
11185;1.04;Very Good;G;SI2;60.6;57.0;4703;6.56;6.6;3.99;172.75104
11186;0.71;Fair;D;VS2;55.6;73.0;2368;6.01;5.96;3.33;119.279268
11187;0.91;Ideal;I;VS1;62.4;57.0;3954;6.17;6.21;3.86;147.89860199999998
11188;0.31;Ideal;G;VS2;61.4;56.0;544;4.34;4.36;2.67;50.522808
11189;1.82;Premium;G;SI1;62.7;58.0;15162;7.75;7.68;4.84;288.0768
11190;0.57;Premium;H;SI1;61.6;58.0;1247;5.37;5.34;3.3;94.63014
11191;0.94;Premium;H;SI2;61.9;57.0;3335;6.29;6.21;3.87;151.165683
11192;1.53;Ideal;I;VS2;62.1;55.0;9116;7.43;7.35;4.59;250.66219499999997
11193;1.51;Ideal;G;SI1;61.6;56.0;8283;7.34;7.25;4.5;239.46749999999997
11194;0.51;Ideal;D;SI1;61.7;55.0;1569;5.11;5.16;3.17;83.58529200000001
11195;1.01;Ideal;H;SI1;62.6;54.0;4989;6.38;6.34;3.98;160.98781599999998
11196;1.31;Premium;H;VS2;59.6;58.0;6095;7.14;7.08;4.24;214.33708800000002
11197;2.01;Premium;I;VS2;61.1;60.0;17433;8.06;8.12;4.94;323.309168
11198;0.5;Very Good;E;VS1;62.5;58.0;1665;5.04;5.11;3.17;81.641448
11199;0.34;Premium;H;VS2;61.3;60.0;537;4.47;4.53;2.76;55.88751599999999
11200;1.25;Ideal;H;VVS2;60.6;57.0;8036;7.0;6.97;4.23;206.38170000000002
11201;1.0;Very Good;D;VS2;63.4;57.0;6115;6.36;6.32;4.02;161.58470400000002
11202;0.3;Ideal;E;VS2;61.8;56.0;844;4.32;4.29;2.66;49.29724800000001
11203;0.55;Ideal;D;SI2;61.3;57.0;1368;5.28;5.23;3.22;88.91836800000002
11204;0.9;Good;F;VS2;63.6;59.0;4309;6.06;6.11;3.87;143.292942
11205;1.27;Ideal;J;SI2;61.2;55.7;4931;6.95;6.99;4.27;207.43873499999998
11206;2.5;Fair;H;SI2;64.9;58.0;13278;8.46;8.43;5.48;390.8215440000001
11207;2.01;Good;J;SI1;63.6;59.0;12369;8.01;7.96;5.08;323.898768
11208;2.14;Premium;G;SI2;60.4;59.0;17513;8.32;8.38;5.04;351.39686400000005
11209;1.05;Good;H;IF;64.3;58.0;6703;6.5;6.35;4.13;170.46574999999999
11210;0.43;Premium;G;VVS1;61.3;57.0;1264;4.87;4.85;2.98;70.38611
11211;0.9;Very Good;G;VS2;62.5;57.0;4600;6.12;6.14;3.83;143.919144
11212;1.07;Very Good;H;SI2;62.1;58.0;4716;6.53;6.57;4.07;174.61154700000003
11213;0.51;Very Good;H;VS1;62.3;56.0;1628;5.1;5.13;3.18;83.19833999999999
11214;1.13;Premium;G;VS1;58.6;59.0;7404;6.91;6.84;4.03;190.47553200000002
11215;0.32;Ideal;H;IF;61.2;57.0;814;4.41;4.44;2.71;53.062884000000004
11216;0.26;Very Good;G;VVS2;62.2;56.0;426;4.08;4.1;2.54;42.48911999999999
11217;0.86;Premium;I;I1;62.6;56.0;1828;6.11;6.03;3.8;140.00454000000002
11218;0.71;Ideal;J;SI1;60.6;57.0;2700;5.78;5.83;3.52;118.61484800000001
11219;2.01;Premium;I;SI1;61.0;60.0;12617;8.16;8.11;4.96;328.24089599999996
11220;0.28;Very Good;E;VVS2;58.7;60.0;608;4.31;4.34;2.54;47.51171599999999
11221;0.7;Ideal;G;SI1;62.5;56.0;2478;5.67;5.69;3.55;114.531165
11222;0.81;Premium;D;SI2;59.2;57.0;2809;6.15;6.05;3.61;134.319075
11223;0.72;Ideal;D;VS2;61.8;56.0;4082;5.74;5.78;3.56;118.110832
11224;1.0;Premium;H;SI1;61.5;58.0;4702;6.37;6.45;3.94;161.88081
11225;0.57;Ideal;E;SI1;61.5;56.0;1436;5.32;5.35;3.28;93.35535999999999
11226;2.01;Very Good;H;SI2;60.5;61.0;16140;8.09;8.14;4.91;323.3362660000001
11227;2.01;Good;G;SI1;60.1;61.0;18374;8.04;8.12;4.86;317.28412799999995
11228;0.52;Very Good;E;SI1;61.0;61.0;1369;5.17;5.19;3.16;84.790068
11229;0.76;Very Good;J;VS1;59.3;63.0;2036;6.12;5.93;3.55;128.83517999999998
11230;0.49;Premium;H;VS2;59.6;62.0;965;5.17;5.14;3.07;81.581566
11231;0.36;Premium;F;SI2;60.3;59.0;446;4.62;4.57;2.77;58.48411800000001
11232;1.01;Very Good;H;SI1;63.5;62.0;4513;6.36;6.24;4.0;158.74560000000002
11233;0.32;Ideal;F;VS2;61.4;57.0;660;4.4;4.43;2.71;52.82332
11234;0.42;Premium;G;VS1;62.5;59.0;921;4.72;4.79;2.97;67.148136
11235;1.59;Ideal;I;SI2;60.5;55.1;8814;7.55;7.62;4.59;264.06729
11236;0.53;Very Good;G;VS2;62.5;56.0;1450;5.16;5.18;3.23;86.334024
11237;1.01;Good;J;VS1;61.5;61.0;4189;6.39;6.45;3.95;162.801225
11238;0.59;Good;F;VS2;64.9;57.0;1643;5.2;5.25;3.39;92.54700000000001
11239;0.32;Ideal;F;VS1;61.9;56.0;900;4.4;4.36;2.71;51.98864000000001
11240;0.9;Ideal;G;VS1;61.4;57.0;4479;6.18;6.32;3.84;149.98118399999998
11241;0.41;Ideal;G;VS2;62.4;55.0;1061;4.76;4.73;2.96;66.643808
11242;0.38;Good;D;VVS1;61.3;61.0;1159;4.68;4.72;2.88;63.61804799999999
11243;0.74;Premium;E;SI2;58.8;60.0;2512;5.93;5.91;3.48;121.96112400000001
11244;1.3;Premium;F;VS2;60.4;59.0;9909;7.06;7.12;4.28;215.14361599999998
11245;0.7;Premium;I;VVS2;62.4;61.0;2415;5.75;5.6;3.54;113.98799999999999
11246;0.66;Ideal;D;VVS2;61.3;57.0;3915;5.59;5.63;3.44;108.262648
11247;1.31;Ideal;G;SI1;63.4;57.0;7277;6.97;6.87;4.4;210.68916000000002
11248;1.11;Premium;F;VS2;62.7;59.0;6863;6.58;6.62;4.14;180.336744
11249;0.3;Ideal;D;VS2;62.3;54.0;911;4.33;4.3;2.69;50.08511
11250;0.36;Ideal;D;SI1;61.5;56.0;851;4.64;4.56;2.83;59.878271999999996
11251;1.51;Premium;I;SI1;62.7;61.0;8794;7.33;7.27;4.58;244.064078
11252;0.85;Fair;I;SI1;65.8;65.0;2493;5.88;5.79;3.84;130.733568
11253;1.0;Very Good;I;SI1;63.1;58.0;4149;6.3;6.35;3.99;159.61995
11254;0.3;Ideal;H;SI1;61.7;56.0;465;4.33;4.35;2.68;50.47914
11255;1.01;Very Good;I;SI2;63.7;56.0;4047;6.33;6.38;4.05;163.56087
11256;0.88;Fair;I;VS2;57.4;67.0;2550;6.49;6.36;3.69;152.30991600000002
11257;1.52;Good;G;VS1;64.0;58.0;13903;7.22;7.18;4.61;238.980556
11258;0.41;Ideal;F;VVS1;61.3;56.0;1001;4.8;4.82;2.95;68.2512
11259;1.5;Very Good;I;VS2;63.0;57.0;8662;7.2;7.25;4.55;237.51
11260;1.34;Very Good;G;SI2;62.2;56.0;6463;7.0;7.08;4.38;217.0728
11261;0.39;Premium;D;VS1;61.7;59.0;1123;4.69;4.64;2.88;62.673408
11262;1.12;Premium;D;SI2;61.2;60.0;5329;6.67;6.63;4.07;179.983947
11263;0.33;Premium;D;SI1;60.4;60.0;780;4.46;4.41;2.68;52.71184800000001
11264;0.62;Premium;J;VS2;61.2;59.0;1166;5.42;5.52;3.35;100.22664
11265;1.01;Good;E;SI1;63.8;60.0;4256;6.36;6.31;4.04;162.131664
11266;0.71;Very Good;E;VVS1;63.0;57.0;3808;5.66;5.7;3.58;115.49796
11267;2.01;Premium;I;SI2;62.5;60.0;9658;8.04;7.95;5.0;319.59
11268;0.6;Ideal;G;VS2;61.1;55.0;1930;5.46;5.48;3.34;99.935472
11269;0.32;Premium;D;SI1;61.5;59.0;756;4.42;4.39;2.71;52.58429799999999
11270;0.35;Ideal;E;VS2;62.1;56.0;767;4.52;4.53;2.81;57.536436
11271;0.34;Ideal;E;VS2;62.2;57.0;829;4.46;4.42;2.76;54.408432
11272;1.02;Premium;G;SI2;62.5;58.0;4471;6.4;6.43;4.01;165.01952
11273;0.54;Ideal;D;VS2;61.8;56.0;1892;5.21;5.24;3.23;88.180292
11274;0.72;Ideal;G;SI2;62.1;54.0;2079;5.77;5.82;3.6;120.89304000000001
11275;2.28;Premium;J;VS1;60.3;58.0;16174;8.58;8.53;5.16;377.646984
11276;0.4;Good;F;VS2;64.1;56.0;723;4.65;4.71;3.0;65.70450000000001
11277;0.77;Ideal;D;VS2;61.8;56.0;3721;5.84;5.9;3.63;125.07528
11278;0.75;Very Good;F;VS1;57.9;62.0;3268;5.96;6.0;3.46;123.72959999999999
11279;0.42;Ideal;F;VVS2;61.7;57.0;1142;4.78;4.81;2.96;68.05572799999999
11280;0.7;Premium;G;VS1;62.6;55.0;2838;5.73;5.64;3.56;115.049232
11281;0.72;Ideal;G;VVS1;62.2;54.4;3492;5.73;5.76;3.57;117.82713600000001
11282;0.25;Very Good;F;VVS2;61.8;58.0;575;4.05;4.07;2.51;41.37358499999999
11283;0.4;Ideal;D;VS2;62.8;57.0;1050;4.72;4.68;2.95;65.16431999999999
11284;0.35;Premium;E;VS2;59.5;58.0;984;4.62;4.59;2.74;58.103892
11285;0.7;Ideal;F;SI1;61.3;57.0;2196;5.76;5.79;3.54;118.060416
11286;0.67;Very Good;I;IF;61.4;56.0;2066;5.59;5.65;3.45;108.963075
11287;0.5;Very Good;E;SI1;63.5;61.0;1374;5.03;4.98;3.18;79.657092
11288;0.73;Very Good;E;VVS2;60.2;60.0;3565;5.81;5.85;3.51;119.29963499999998
11289;0.43;Very Good;G;VVS2;62.2;55.0;1056;4.81;4.84;3.0;69.84119999999999
11290;0.56;Ideal;E;SI1;60.9;56.0;1698;5.35;5.32;3.25;92.5015
11291;0.84;Very Good;G;SI2;62.8;57.0;3015;6.0;6.04;3.78;136.9872
11292;0.4;Ideal;E;VS2;62.0;57.0;975;4.7;4.66;2.9;63.5158
11293;0.51;Good;E;SI1;64.3;54.0;1624;5.1;5.07;3.27;84.55239
11294;0.53;Ideal;D;VS2;61.2;56.0;1956;5.23;5.2;3.19;86.75524
11295;0.85;Ideal;E;SI1;61.8;54.0;3167;6.1;6.14;3.78;141.57611999999997
11296;0.41;Premium;E;SI1;62.8;58.0;904;4.77;4.72;2.98;67.092912
11297;0.31;Ideal;G;VVS1;60.2;58.0;676;4.37;4.43;2.65;51.30161499999999
11298;0.91;Premium;D;SI1;63.0;59.0;4352;6.15;6.11;3.86;145.04529
11299;2.02;Ideal;H;SI1;61.7;57.0;17882;8.14;8.08;5.0;328.85600000000005
11300;0.43;Premium;D;SI1;61.2;58.0;1064;4.87;4.83;2.97;69.86063700000001
11301;1.52;Ideal;I;SI2;60.2;57.0;7661;7.47;7.38;4.47;246.42484199999998
11302;1.31;Premium;I;VS1;62.8;57.0;5759;6.98;6.9;4.36;209.98632000000003
11303;1.55;Ideal;H;VS1;62.0;57.0;13665;7.37;7.43;4.59;251.34426899999997
11304;0.31;Ideal;F;VS1;61.2;57.0;695;4.36;4.39;2.68;51.296272
11305;0.55;Good;F;VS1;59.5;62.0;1682;5.3;5.35;3.17;89.88534999999999
11306;2.0;Fair;G;VS2;67.6;58.0;18515;7.65;7.61;5.16;300.39714000000004
11307;0.31;Ideal;D;VS2;62.5;57.0;942;4.36;4.31;2.71;50.925236
11308;0.32;Ideal;F;VVS1;61.6;55.0;854;4.42;4.44;2.73;53.575704
11309;0.71;Ideal;D;SI2;61.5;56.2;2564;5.73;5.75;3.53;116.30467500000002
11310;1.0;Fair;J;SI1;64.7;52.0;3780;6.35;6.3;4.09;163.62044999999998
11311;0.71;Ideal;D;VS1;60.4;60.0;3576;5.77;5.82;3.5;117.53490000000001
11312;0.71;Ideal;E;VVS2;62.0;56.0;4467;5.71;5.74;3.55;116.35266999999999
11313;0.33;Premium;D;SI1;60.3;58.0;780;4.49;4.47;2.7;54.18981
11314;1.4;Premium;F;VS2;60.7;58.0;11368;7.26;7.17;4.38;227.99739599999998
11315;0.3;Ideal;I;SI1;61.3;56.0;506;4.33;4.32;2.65;49.56984
11316;0.41;Premium;G;SI1;59.1;58.0;719;4.83;4.88;2.87;67.647048
11317;0.4;Ideal;E;VS2;62.3;56.0;975;4.75;4.72;2.95;66.139
11318;0.31;Ideal;E;VVS1;61.5;56.0;865;4.36;4.39;2.69;51.487676
11319;0.61;Ideal;F;SI2;62.3;57.0;1303;5.38;5.44;3.37;98.63046400000002
11320;0.53;Ideal;F;IF;62.4;55.0;2447;5.2;5.19;3.24;87.44112000000001
11321;0.96;Ideal;G;SI1;63.0;53.0;4301;6.24;6.21;3.92;151.901568
11322;1.57;Ideal;I;SI1;62.4;53.6;9460;7.42;7.47;4.64;257.183136
11323;1.7;Premium;I;VS2;62.4;58.0;10910;7.61;7.56;4.73;272.12446800000004
11324;1.7;Premium;H;VVS2;61.4;58.0;10337;7.66;7.62;4.69;273.751548
11325;0.92;Premium;D;SI2;62.4;58.0;4096;6.19;6.18;3.86;147.66121199999998
11326;0.7;Ideal;E;VS2;62.6;55.0;3268;5.66;5.68;3.55;114.12824
11327;1.0;Premium;H;I1;61.3;60.0;2695;6.39;6.43;3.93;161.474661
11328;0.7;Fair;H;VVS2;65.8;58.0;2500;5.49;5.42;3.59;106.823322
11329;0.52;Ideal;F;SI1;61.5;57.0;1232;5.12;5.16;3.16;83.484672
11330;0.38;Very Good;F;VVS1;63.8;58.0;1030;4.58;4.61;2.93;61.863434000000005
11331;0.54;Ideal;G;SI2;60.4;59.0;1153;5.24;5.29;3.18;88.148328
11332;0.71;Very Good;D;SI2;59.7;60.0;2123;5.79;5.84;3.47;117.33319200000001
11333;0.32;Premium;G;SI1;60.9;56.0;612;4.45;4.41;2.7;52.98615000000001
11334;0.62;Very Good;D;SI1;62.4;58.0;1700;5.42;5.47;3.4;100.80116
11335;0.83;Fair;G;SI2;64.4;57.0;2386;5.93;5.86;3.8;132.04924
11336;0.26;Very Good;E;VVS1;59.9;58.0;597;4.17;4.18;2.5;43.576499999999996
11337;0.36;Ideal;I;VVS1;61.7;56.0;824;4.59;4.62;2.84;60.224472
11338;1.01;Very Good;D;SI1;61.6;60.0;5443;6.43;6.47;3.97;165.160337
11339;0.4;Very Good;D;SI2;63.1;56.0;798;4.67;4.65;2.94;63.84357000000001
11340;0.9;Good;F;SI2;63.1;57.0;3267;6.11;6.18;3.88;146.50802399999998
11341;0.85;Premium;J;VS2;60.7;58.0;2295;6.12;6.08;3.71;138.047616
11342;0.31;Very Good;G;VS1;63.3;57.0;749;4.31;4.28;2.72;50.175296
11343;0.46;Premium;I;SI2;61.0;58.0;863;5.03;4.97;3.05;76.247255
11344;0.53;Very Good;E;SI1;59.7;59.0;1415;5.27;5.29;3.15;87.816645
11345;0.72;Ideal;G;VVS1;61.7;54.8;3548;5.73;5.77;3.55;117.37045499999999
11346;0.7;Ideal;F;SI2;62.0;56.0;2355;5.68;5.71;3.53;114.48778399999999
11347;1.33;Ideal;J;VS1;62.5;58.0;6449;6.99;7.03;4.38;215.231886
11348;0.91;Very Good;J;VS2;61.0;58.0;3258;6.22;6.3;3.82;149.69052
11349;0.3;Ideal;G;IF;62.0;56.0;895;4.3;4.31;2.67;49.48310999999999
11350;0.9;Premium;I;VS2;62.4;58.0;3539;6.16;6.22;3.86;147.896672
11351;0.51;Good;E;VS2;63.3;56.0;1656;5.08;5.12;3.23;84.011008
11352;0.3;Premium;G;VVS2;62.2;59.0;878;4.31;4.28;2.67;49.252956
11353;0.56;Ideal;E;VS2;60.9;56.0;1819;5.32;5.35;3.25;92.5015
11354;0.62;Ideal;H;VS2;61.2;54.0;1616;5.51;5.6;3.4;104.9104
11355;0.35;Ideal;G;IF;60.2;57.0;959;4.6;4.64;2.78;59.336319999999986
11356;0.3;Ideal;F;IF;62.3;57.0;886;4.29;4.31;2.68;49.552932
11357;0.33;Ideal;E;IF;60.8;57.0;1079;4.44;4.47;2.71;53.784828000000005
11358;0.31;Ideal;H;VS2;61.3;56.0;507;4.36;4.38;2.68;51.179424000000004
